timestamp,event_type,application,cpu_pct,ram_pct,hour_slot,extra
2026-03-14 01:51:57.049,window_switch,(2) Instagram - Google Chrome,21.3,84.0,01:00,→ New Tab - Google Chrome
2026-03-14 01:51:57.049,mouse_click,New Tab - Google Chrome,21.3,84.0,01:00,btn:left
2026-03-14 01:52:02.143,window_switch,New Tab - Google Chrome,8.0,83.6,01:00,→ Pinterest - India - Google Chrome
2026-03-14 01:52:02.143,idle,Pinterest - India - Google Chrome,8.0,83.6,01:00,gap:5s
2026-03-14 01:53:51.505,window_switch,Pinterest - India - Google Chrome,10.7,85.8,01:00,→ (83) Pinterest - Google Chrome
2026-03-14 01:53:51.505,mouse_click,(83) Pinterest - Google Chrome,10.7,85.8,01:00,btn:left
2026-03-14 01:53:54.615,window_switch,(83) Pinterest - Google Chrome,15.2,86.1,01:00,→ New Tab - Google Chrome
2026-03-14 01:53:54.615,mouse_click,New Tab - Google Chrome,15.2,86.1,01:00,btn:left
2026-03-14 01:53:57.640,window_switch,New Tab - Google Chrome,16.0,86.4,01:00,→ WhatsApp
2026-03-14 01:53:57.640,mouse_click,WhatsApp,16.0,86.4,01:00,btn:left
2026-03-14 01:54:03.025,window_switch,WhatsApp,11.0,86.7,01:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 01:54:03.025,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.0,86.7,01:00,gap:5s
2026-03-14 01:54:05.551,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.8,86.7,01:00,btn:left
2026-03-14 01:54:09.566,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,17.1,87.1,01:00,btn:left
2026-03-14 01:54:14.733,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,17.1,87.5,01:00,→ report_generator.py - attention_pro - Visual Studio Code
2026-03-14 01:54:14.733,idle,report_generator.py - attention_pro - Visual Studio Code,17.1,87.5,01:00,gap:5s
2026-03-14 01:54:20.739,mouse_click,report_generator.py - attention_pro - Visual Studio Code,15.2,86.7,01:00,btn:left
2026-03-14 01:54:24.654,window_switch,report_generator.py - attention_pro - Visual Studio Code,11.9,86.9,01:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 01:54:24.654,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.9,86.9,01:00,btn:left
2026-03-14 01:54:31.048,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.5,83.0,01:00,→ report_generator.py - attention_pro - Visual Studio Code
2026-03-14 01:54:31.048,idle,report_generator.py - attention_pro - Visual Studio Code,11.5,83.0,01:00,gap:5s
2026-03-14 01:55:37.798,mouse_click,report_generator.py - attention_pro - Visual Studio Code,13.5,82.1,01:00,btn:left
2026-03-14 01:55:40.739,window_switch,report_generator.py - attention_pro - Visual Studio Code,17.0,82.5,01:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 01:55:40.739,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,17.0,82.5,01:00,btn:left
2026-03-14 01:55:42.584,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.4,82.5,01:00,btn:left
2026-03-14 01:55:43.396,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.0,82.5,01:00,→ report_generator.py - attention_pro - Visual Studio Code
2026-03-14 01:55:43.396,mouse_click,report_generator.py - attention_pro - Visual Studio Code,12.0,82.5,01:00,btn:left
2026-03-14 01:55:46.253,keyboard,report_generator.py - attention_pro - Visual Studio Code,10.7,82.5,01:00,burst:10
2026-03-14 01:55:51.427,keyboard,report_generator.py - attention_pro - Visual Studio Code,7.3,82.4,01:00,burst:10
2026-03-14 01:55:56.150,mouse_click,report_generator.py - attention_pro - Visual Studio Code,8.5,82.4,01:00,btn:left
2026-03-14 01:55:59.909,window_switch,report_generator.py - attention_pro - Visual Studio Code,13.6,82.6,01:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 01:55:59.909,mouse_click,dashboard.py - attention_pro - Visual Studio Code,13.6,82.6,01:00,btn:left
2026-03-14 01:56:04.673,mouse_click,dashboard.py - attention_pro - Visual Studio Code,8.4,82.5,01:00,btn:left
2026-03-14 01:56:10.144,idle,dashboard.py - attention_pro - Visual Studio Code,13.0,82.3,01:00,gap:5s
2026-03-14 01:56:23.701,mouse_click,dashboard.py - attention_pro - Visual Studio Code,12.1,82.0,01:00,btn:left
2026-03-14 01:56:26.838,window_switch,dashboard.py - attention_pro - Visual Studio Code,11.7,82.2,01:00,→ ● dashboard.py - attention_pro - Visual Studio Code
2026-03-14 01:56:26.838,keyboard,● dashboard.py - attention_pro - Visual Studio Code,11.7,82.2,01:00,burst:10
2026-03-14 01:56:33.129,window_switch,● dashboard.py - attention_pro - Visual Studio Code,13.7,83.0,01:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 01:56:33.129,mouse_click,dashboard.py - attention_pro - Visual Studio Code,13.7,83.0,01:00,btn:left
2026-03-14 01:56:34.556,window_switch,dashboard.py - attention_pro - Visual Studio Code,20.8,83.3,01:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 01:56:34.556,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,20.8,83.3,01:00,btn:left
2026-03-14 01:56:36.440,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.4,83.3,01:00,btn:left
2026-03-14 01:56:41.749,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.6,83.6,01:00,gap:5s
2026-03-14 01:56:46.794,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.8,83.6,01:00,btn:left
2026-03-14 01:56:48.012,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,16.4,83.6,01:00,btn:left
2026-03-14 01:56:51.971,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.1,83.6,01:00,btn:left
2026-03-14 01:56:54.371,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.7,83.4,01:00,btn:left
2026-03-14 01:56:56.279,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.1,83.6,01:00,btn:left
2026-03-14 01:56:57.389,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.8,83.5,01:00,btn:left
2026-03-14 01:56:58.742,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.0,83.5,01:00,btn:left
2026-03-14 01:56:59.895,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,16.5,83.4,01:00,btn:left
2026-03-14 01:57:05.151,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.8,83.3,01:00,gap:5s
2026-03-14 01:57:17.148,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,9.9,82.2,01:00,btn:left
2026-03-14 01:57:20.836,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.9,82.5,01:00,btn:left
2026-03-14 01:57:26.024,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.2,82.7,01:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 01:57:26.024,idle,dashboard.py - attention_pro - Visual Studio Code,12.2,82.7,01:00,gap:5s
2026-03-14 01:57:26.923,mouse_click,dashboard.py - attention_pro - Visual Studio Code,18.0,82.7,01:00,btn:left
2026-03-14 01:57:28.269,window_switch,dashboard.py - attention_pro - Visual Studio Code,16.1,82.9,01:00,→ New Tab - Google Chrome
2026-03-14 01:57:28.269,mouse_click,New Tab - Google Chrome,16.1,82.9,01:00,btn:left
2026-03-14 01:57:29.138,window_switch,New Tab - Google Chrome,17.6,83.3,01:00,→ (2) Instagram - Google Chrome
2026-03-14 01:57:29.138,mouse_click,(2) Instagram - Google Chrome,17.6,83.3,01:00,btn:left
2026-03-14 01:57:32.526,window_switch,(2) Instagram - Google Chrome,18.3,86.1,01:00,→ (83) Pinterest - Google Chrome
2026-03-14 01:57:32.526,mouse_click,(83) Pinterest - Google Chrome,18.3,86.1,01:00,btn:left
2026-03-14 01:57:33.395,window_switch,(83) Pinterest - Google Chrome,23.6,86.5,01:00,→ (171) Jhol | Coke Studio Pakistan | Season 15 | Maanu x Annural Khalid - YouTube - Google Chrome
2026-03-14 01:57:33.395,mouse_click,(171) Jhol | Coke Studio Pakistan | Season 15 | Maanu x Annural Khalid - YouTube - Google Chrome,23.6,86.5,01:00,btn:left
2026-03-14 01:57:35.104,window_switch,(171) Jhol | Coke Studio Pakistan | Season 15 | Maanu x Annural Khalid - YouTube - Google Chrome,18.1,86.8,01:00,→ (2) Instagram - Google Chrome
2026-03-14 01:57:35.104,mouse_click,(2) Instagram - Google Chrome,18.1,86.8,01:00,btn:left
2026-03-14 01:57:40.200,window_switch,(2) Instagram - Google Chrome,17.6,86.1,01:00,→ (2) Instagram • Messages - Google Chrome
2026-03-14 01:57:40.200,idle,(2) Instagram • Messages - Google Chrome,17.6,86.1,01:00,gap:5s
2026-03-14 01:57:40.594,mouse_click,(2) Instagram • Messages - Google Chrome,16.1,85.9,01:00,btn:left
2026-03-14 01:57:42.338,window_switch,(2) Instagram • Messages - Google Chrome,19.1,85.6,01:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 01:57:42.338,mouse_click,dashboard.py - attention_pro - Visual Studio Code,19.1,85.6,01:00,btn:left
2026-03-14 01:57:47.825,window_switch,dashboard.py - attention_pro - Visual Studio Code,19.5,86.7,01:00,→ ChatGPT
2026-03-14 01:57:47.825,idle,ChatGPT,19.5,86.7,01:00,gap:5s
2026-03-14 01:57:52.952,mouse_click,ChatGPT,14.6,85.7,01:00,btn:left
2026-03-14 01:57:58.000,window_switch,ChatGPT,12.5,85.9,01:00,→ (2) Instagram • Messages - Google Chrome
2026-03-14 01:57:58.000,idle,(2) Instagram • Messages - Google Chrome,12.5,85.9,01:00,gap:5s
2026-03-14 01:58:01.453,mouse_click,(2) Instagram • Messages - Google Chrome,17.1,85.7,01:00,btn:left
2026-03-14 01:58:06.630,idle,(2) Instagram • Messages - Google Chrome,17.4,85.9,01:00,gap:5s
2026-03-14 01:58:10.586,mouse_click,(2) Instagram • Messages - Google Chrome,16.6,85.9,01:00,btn:left
2026-03-14 01:58:15.779,window_switch,(2) Instagram • Messages - Google Chrome,12.2,85.9,01:00,→ ChatGPT
2026-03-14 01:58:15.779,idle,ChatGPT,12.2,85.9,01:00,gap:5s
2026-03-14 01:58:23.633,keyboard,ChatGPT,13.5,85.9,01:00,burst:10
2026-03-14 01:58:25.641,keyboard,ChatGPT,12.6,85.8,01:00,burst:10
2026-03-14 01:58:25.946,keyboard,ChatGPT,16.6,85.8,01:00,burst:10
2026-03-14 01:58:26.249,keyboard,ChatGPT,16.8,85.8,01:00,burst:10
2026-03-14 01:58:29.724,keyboard,ChatGPT,9.7,85.7,01:00,burst:10
2026-03-14 01:58:33.233,keyboard,ChatGPT,10.1,85.7,01:00,burst:10
2026-03-14 01:58:38.253,idle,ChatGPT,8.7,85.6,01:00,gap:5s
2026-03-14 01:58:52.428,mouse_click,ChatGPT,8.3,85.5,01:00,btn:left
2026-03-14 01:58:53.945,window_switch,ChatGPT,13.3,85.7,01:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 01:58:53.945,mouse_click,dashboard.py - attention_pro - Visual Studio Code,13.3,85.7,01:00,btn:left
2026-03-14 01:58:57.055,window_switch,dashboard.py - attention_pro - Visual Studio Code,11.3,85.9,01:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 01:58:57.055,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.3,85.9,01:00,btn:left
2026-03-14 01:59:02.184,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,8.9,85.9,01:00,gap:5s
2026-03-14 01:59:02.558,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.7,85.9,01:00,btn:left
2026-03-14 01:59:04.273,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.2,85.9,01:00,btn:left
2026-03-14 01:59:05.448,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.7,86.0,01:00,btn:left
2026-03-14 01:59:10.876,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.0,86.2,01:00,gap:5s
2026-03-14 01:59:11.079,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.9,86.2,01:00,btn:left
2026-03-14 01:59:16.436,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,9.8,86.2,01:00,gap:5s
2026-03-14 01:59:39.648,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.0,85.7,01:00,btn:left
2026-03-14 01:59:44.832,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.0,85.7,01:00,gap:5s
2026-03-14 01:59:47.941,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,9.5,85.6,01:00,btn:left
2026-03-14 01:59:50.262,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.3,85.7,01:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 01:59:50.262,mouse_click,dashboard.py - attention_pro - Visual Studio Code,11.3,85.7,01:00,btn:left
2026-03-14 01:59:52.718,window_switch,dashboard.py - attention_pro - Visual Studio Code,19.1,86.2,01:00,→ (2) Instagram • Messages - Google Chrome
2026-03-14 01:59:52.718,mouse_click,(2) Instagram • Messages - Google Chrome,19.1,86.2,01:00,btn:left
2026-03-14 01:59:54.312,window_switch,(2) Instagram • Messages - Google Chrome,14.2,86.0,01:00,→ Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome
2026-03-14 01:59:54.312,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,14.2,86.0,01:00,btn:left
2026-03-14 01:59:54.599,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,16.6,85.9,01:00,btn:left
2026-03-14 01:59:55.480,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,12.1,85.9,01:00,btn:left
2026-03-14 01:59:58.755,keyboard,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.1,85.8,01:00,burst:10
2026-03-14 02:00:01.292,keyboard,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,9.3,85.7,02:00,burst:10
2026-03-14 02:00:03.413,keyboard,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.2,85.6,02:00,burst:10
2026-03-14 02:00:07.432,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.2,85.5,02:00,btn:left
2026-03-14 02:00:09.290,window_switch,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,11.4,85.6,02:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 02:00:09.290,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,11.4,85.6,02:00,btn:left
2026-03-14 02:00:11.395,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.7,85.8,02:00,→ Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome
2026-03-14 02:00:11.395,keyboard,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.7,85.8,02:00,burst:10
2026-03-14 02:00:14.130,keyboard,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.4,85.5,02:00,burst:10
2026-03-14 02:00:16.877,keyboard,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.1,85.3,02:00,burst:10
2026-03-14 02:00:21.526,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.7,85.6,02:00,btn:left
2026-03-14 02:00:24.849,window_switch,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,9.5,85.6,02:00,→ Downloads - File Explorer
2026-03-14 02:00:24.849,mouse_click,Downloads - File Explorer,9.5,85.6,02:00,btn:left
2026-03-14 02:00:25.095,mouse_click,Downloads - File Explorer,11.6,85.6,02:00,btn:left
2026-03-14 02:00:26.906,window_switch,Downloads - File Explorer,11.1,85.7,02:00,→ openthisss - File Explorer
2026-03-14 02:00:26.906,mouse_click,openthisss - File Explorer,11.1,85.7,02:00,btn:left
2026-03-14 02:00:27.146,mouse_click,openthisss - File Explorer,15.3,85.7,02:00,btn:left
2026-03-14 02:00:29.397,window_switch,openthisss - File Explorer,11.3,85.7,02:00,→ attention_pro - File Explorer
2026-03-14 02:00:29.397,mouse_click,attention_pro - File Explorer,11.3,85.7,02:00,btn:left
2026-03-14 02:00:31.348,mouse_click,attention_pro - File Explorer,11.6,85.7,02:00,btn:left
2026-03-14 02:00:32.600,mouse_click,attention_pro - File Explorer,15.5,85.7,02:00,btn:left
2026-03-14 02:00:35.048,mouse_click,attention_pro - File Explorer,9.8,85.8,02:00,btn:left
2026-03-14 02:00:37.277,window_switch,attention_pro - File Explorer,11.9,85.7,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:00:37.277,mouse_click,dashboard.py - attention_pro - Visual Studio Code,11.9,85.7,02:00,btn:left
2026-03-14 02:00:42.346,window_switch,dashboard.py - attention_pro - Visual Studio Code,12.0,86.0,02:00,→ Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome
2026-03-14 02:00:42.346,idle,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,12.0,86.0,02:00,gap:5s
2026-03-14 02:01:07.576,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,14.6,87.0,02:00,btn:left
2026-03-14 02:01:12.896,window_switch,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,13.0,87.2,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:01:12.896,idle,dashboard.py - attention_pro - Visual Studio Code,13.0,87.2,02:00,gap:5s
2026-03-14 02:01:30.079,window_switch,dashboard.py - attention_pro - Visual Studio Code,11.2,85.6,02:00,→ Task View
2026-03-14 02:01:30.079,mouse_click,Task View,11.2,85.6,02:00,btn:left
2026-03-14 02:01:35.246,window_switch,Task View,11.2,85.6,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:01:35.246,idle,dashboard.py - attention_pro - Visual Studio Code,11.2,85.6,02:00,gap:5s
2026-03-14 02:01:37.708,mouse_click,dashboard.py - attention_pro - Visual Studio Code,9.4,85.4,02:00,btn:left
2026-03-14 02:01:42.839,window_switch,dashboard.py - attention_pro - Visual Studio Code,13.9,86.2,02:00,→ Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome
2026-03-14 02:01:42.839,idle,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,13.9,86.2,02:00,gap:5s
2026-03-14 02:01:46.358,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,16.4,86.2,02:00,btn:left
2026-03-14 02:01:49.111,window_switch,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,16.5,86.4,02:00,→ WhatsApp
2026-03-14 02:01:49.111,mouse_click,WhatsApp,16.5,86.4,02:00,btn:left
2026-03-14 02:01:50.705,mouse_click,WhatsApp,20.6,86.9,02:00,btn:left
2026-03-14 02:01:53.261,mouse_click,WhatsApp,22.1,86.9,02:00,btn:left
2026-03-14 02:01:58.527,window_switch,WhatsApp,18.6,87.1,02:00,→ Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome
2026-03-14 02:01:58.527,idle,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,18.6,87.1,02:00,gap:5s
2026-03-14 02:02:08.252,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,15.4,87.8,02:00,btn:left
2026-03-14 02:02:10.516,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,11.6,87.9,02:00,btn:left
2026-03-14 02:02:13.932,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,13.3,87.8,02:00,btn:left
2026-03-14 02:02:16.993,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,10.6,87.7,02:00,btn:left
2026-03-14 02:02:18.914,mouse_click,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,12.3,87.7,02:00,btn:left
2026-03-14 02:02:19.874,window_switch,Streamlit dashboard deprecation warnings and offline functionality - Claude - Google Chrome,19.4,86.0,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:02:19.874,mouse_click,dashboard.py - attention_pro - Visual Studio Code,19.4,86.0,02:00,btn:left
2026-03-14 02:02:21.247,keyboard,dashboard.py - attention_pro - Visual Studio Code,13.4,85.9,02:00,burst:10
2026-03-14 02:02:24.835,mouse_click,dashboard.py - attention_pro - Visual Studio Code,16.6,85.6,02:00,btn:left
2026-03-14 02:02:26.033,mouse_click,dashboard.py - attention_pro - Visual Studio Code,10.4,85.5,02:00,btn:left
2026-03-14 02:02:27.391,window_switch,dashboard.py - attention_pro - Visual Studio Code,15.2,85.8,02:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 02:02:27.391,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,15.2,85.8,02:00,btn:left
2026-03-14 02:02:27.938,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.4,85.8,02:00,btn:left
2026-03-14 02:02:33.157,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.7,85.8,02:00,gap:5s
2026-03-14 02:02:37.848,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.4,85.7,02:00,btn:left
2026-03-14 02:02:43.330,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.1,85.6,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:02:43.330,idle,dashboard.py - attention_pro - Visual Studio Code,10.1,85.6,02:00,gap:5s
2026-03-14 02:04:13.768,mouse_click,dashboard.py - attention_pro - Visual Studio Code,10.2,84.4,02:00,btn:left
2026-03-14 02:04:23.393,window_switch,dashboard.py - attention_pro - Visual Studio Code,10.9,85.1,02:00,→ ● dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:04:23.393,idle,● dashboard.py - attention_pro - Visual Studio Code,10.9,85.1,02:00,gap:5s
2026-03-14 02:04:26.351,mouse_click,● dashboard.py - attention_pro - Visual Studio Code,15.7,85.1,02:00,btn:left
2026-03-14 02:04:28.515,window_switch,● dashboard.py - attention_pro - Visual Studio Code,13.8,85.3,02:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 02:04:28.515,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.8,85.3,02:00,btn:left
2026-03-14 02:04:33.596,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,14.2,85.6,02:00,gap:5s
2026-03-14 02:04:36.274,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.8,85.5,02:00,btn:left
2026-03-14 02:04:37.142,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,16.4,85.5,02:00,→ ● dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:04:37.142,mouse_click,● dashboard.py - attention_pro - Visual Studio Code,16.4,85.5,02:00,btn:left
2026-03-14 02:04:40.338,window_switch,● dashboard.py - attention_pro - Visual Studio Code,11.2,85.6,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:04:40.338,mouse_click,dashboard.py - attention_pro - Visual Studio Code,11.2,85.6,02:00,btn:left
2026-03-14 02:04:42.040,window_switch,dashboard.py - attention_pro - Visual Studio Code,13.4,85.6,02:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 02:04:42.040,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.4,85.6,02:00,btn:left
2026-03-14 02:04:47.353,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.4,84.9,02:00,gap:5s
2026-03-14 02:04:48.577,mouse_click,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.2,84.8,02:00,btn:left
2026-03-14 02:04:53.989,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,10.6,84.8,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:04:53.989,idle,dashboard.py - attention_pro - Visual Studio Code,10.6,84.8,02:00,gap:5s
2026-03-14 02:05:08.164,mouse_click,dashboard.py - attention_pro - Visual Studio Code,10.8,84.3,02:00,btn:left
2026-03-14 02:05:10.200,window_switch,dashboard.py - attention_pro - Visual Studio Code,16.3,84.4,02:00,→ ChatGPT
2026-03-14 02:05:10.200,mouse_click,ChatGPT,16.3,84.4,02:00,btn:left
2026-03-14 02:05:13.630,window_switch,ChatGPT,14.1,84.4,02:00,→ dashboard.py - attention_pro - Visual Studio Code
2026-03-14 02:05:13.630,mouse_click,dashboard.py - attention_pro - Visual Studio Code,14.1,84.4,02:00,btn:left
2026-03-14 02:05:15.239,window_switch,dashboard.py - attention_pro - Visual Studio Code,17.9,84.5,02:00,→ ● analysis.py - attention_pro - Visual Studio Code
2026-03-14 02:05:15.239,mouse_click,● analysis.py - attention_pro - Visual Studio Code,17.9,84.5,02:00,btn:left
2026-03-14 02:05:16.592,mouse_click,● analysis.py - attention_pro - Visual Studio Code,16.2,84.5,02:00,btn:left
2026-03-14 02:05:22.015,window_switch,● analysis.py - attention_pro - Visual Studio Code,12.5,84.3,02:00,→ NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge
2026-03-14 02:05:22.015,idle,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,12.5,84.3,02:00,gap:5s
2026-03-14 02:05:32.422,window_switch,NeuroFocus · Attention Intelligence - Personal - Microsoft​ Edge,13.2,84.7,02:00,→ Task View
2026-03-14 02:05:32.422,mouse_click,Task View,13.2,84.7,02:00,btn:left
2026-03-14 02:05:37.751,window_switch,Task View,13.8,84.9,02:00,→ WhatsApp
2026-03-14 02:05:37.751,idle,WhatsApp,13.8,84.9,02:00,gap:5s
2026-03-14 02:05:42.950,mouse_click,WhatsApp,13.9,84.6,02:00,btn:left
2026-03-14 02:05:44.904,keyboard,WhatsApp,11.9,84.5,02:00,burst:10
2026-03-14 02:05:45.565,keyboard,WhatsApp,13.2,84.6,02:00,burst:10
2026-03-14 02:05:46.181,keyboard,WhatsApp,13.4,84.6,02:00,burst:10
2026-03-14 02:05:47.395,keyboard,WhatsApp,10.2,84.6,02:00,burst:10
2026-03-14 02:05:47.698,keyboard,WhatsApp,17.5,84.6,02:00,burst:10
2026-03-14 02:05:48.001,keyboard,WhatsApp,15.2,84.6,02:00,burst:10
2026-03-14 02:05:53.573,window_switch,WhatsApp,12.1,84.6,02:00,→ attention_pro - File Explorer
2026-03-14 02:05:53.573,idle,attention_pro - File Explorer,12.1,84.6,02:00,gap:5s
2026-03-14 02:05:54.005,mouse_click,attention_pro - File Explorer,10.8,84.6,02:00,btn:left
2026-03-14 02:05:58.261,window_switch,attention_pro - File Explorer,10.9,84.5,02:00,→ WhatsApp
